read,reply,title,date,like_count,fan
194,1,A股市场迎来新曙光：多重利好共筑吸引力新高地,2024-09-19,0,2280
319,0,【港股一周回顾】上周，恒生指数走势呈现先抑后扬态势,2024-09-18,0,3
574,5,A古三大指数今日涨跌不一，沪指2700点在盘中失而复得。截止收盘，沪指涨0.49,2024-09-18,0,3
197,0,脑机接口再突破，盲人可以重见光明？,2024-09-18,0,1
259,0,,2024-09-18,2,1
856,0,吾辈当自强！_康拓医疗(688314),2024-09-18,2,173
630,3,以为降息前夕是利多，回头一看2700保卫战打响,2024-09-18,0,1
842,1,脑机接口新突破：马斯克与康拓医疗的潜在合作之路,2024-09-18,0,173
129,0,【十大机构论市！】,2024-09-18,0,4454
622,2,A股：假期消息多空参半，明天（9月18日），股市会怎么走？,2024-09-18,0,6289
340,0,主力资金连续五天净流入34股名单。,2024-09-17,0,2520
541,3,【海药6连板成妖能带动医药吗？】,2024-09-17,0,4454
3418,28,康复养老利空出尽，从绝代双骄看百倍回报！,2024-10-05,0,5
299,0,【被机构围观的股票！】,2024-09-16,0,4454
1044,0,医疗器械：中国企业的崛起之路,2024-09-14,0,173
1902,26,只能分红获利不可减持圈钱，重构中国指数成份股开启万点长阳,2024-09-16,0,12
729,4,最新消息，重磅消息终于公布，事关我们每一个人！,2024-09-17,0,6638
993,0,全面分析康拓医疗发展壮大和业绩增长的迅猛势头,2024-09-13,0,173
726,2,周四，市场全天冲高回落，三大指数均收跌。贵州茅台跌超3%，股价创下自2022年11月以来新低。,2024-09-12,0,173
168,0,集体暴涨！又做了一次“唯一”,2024-09-12,0,252
643,0,海南海药一字涨停，迎来5连板！,2024-09-12,0,798
921,0,在五千多家上市公司里独选康拓医疗做长线投资的原因,2024-09-12,0,173
372,0,英伟达带飞AI行情！三大指数冲高回落，哪些机会要注意？,2024-09-12,0,5
1282,1,康拓医疗董事长胡立人和华为董事长任正非的相似之处,2024-09-12,0,173
279,2,"央企破发50,$中复神鹰(SH688295)$，每经AI快讯，有投资者在投资者互",2024-09-12,0,157
1537,2,海南海药就是下一个九安医疗：海药看似只持有力声特35%的股份，其他的65%却都在,2024-09-11,0,302
961,5,海南海药就是下一个九安医疗：海药看似只持有力声特35%的股份，其他的65%却都在,2024-09-11,0,302
258,0,盘面拆解——一、直上直下昨天高位股团灭，且都是以早盘天地板的形式兑现，到今天核按,2024-09-10,0,2467
898,1,康拓医疗：将极大地受益于扩大外资医院开放,2024-09-10,0,173
363,4,非理性杀跌阶段产生超额收益！,2024-09-10,0,3
167,1,2024.09.10盘前牛s命，指数预测和绝密内参，开不开很关键，20节点,2024-09-10,0,2366
156,0,因为很多医疗器械都是依靠进口，祖国发展必然要推进国内的医疗器械研发和创新。人口老,2024-09-11,0,0
255,1,医疗软件系统最受益。外资医院，可以用国外医疗器械和治疗药。但是医疗软件必须符合当,2024-09-10,0,111
104,0,医疗服务表现活跃，行情分析及操作思路,2024-09-09,0,2
226,1,市场信心亟待恢复,2024-09-09,0,1
217,0,2024.9.9涨幅榜,2024-09-09,0,325
124,1,如果医疗扩大开放对于医疗器械中耗材类的企业是利好，特别是取得西方认证的耗材类企业,2024-09-12,0,1
554,1,老龙大众交通已废 ，迎接新龙—老百姓！,2024-09-11,0,1
504,1,单二季度归母净利润增长14%，体外诊断业务表现亮眼,2024-09-09,0,4551
130,0,2024年09月09日16:18广东郑重声明：本文是个人投资思路，不构成投资建议,2024-09-09,0,2467
982,4,今天周一的大A，又是雪流成河的一天！指数下挫，继续缩量，前热点龙头四个今天崩了三,2024-09-09,0,4
92,0,新开医疗医院，有利于医疗器械的销售！！！#医疗领域扩大开放，行业影响几何？#,2024-09-09,0,79
116,0,医疗器械国产品牌技术提升更快，性价比很高#医疗领域扩大开放，行业影响几何？#,2024-09-09,0,79
5603,36,操作丨A股再现新低，高位抱团瓦解，底还有多远？今天抄底它！,2024-09-16,0,3
50,0,建医院需要医疗器械#医疗领域扩大开放，行业影响几何？#,2024-09-09,0,6
108,1,医疗器械和医疗服务还有医药最快反应#医疗领域扩大开放，行业影响几何？#,2024-09-09,0,0
1780,6,中证A500ETF速度发行，跟踪指数有多能打？,2024-09-11,0,10
3031,41,下午大盘走势分析：今天收调整阴线概率较大,2024-11-11,0,6
667,2,今天上午大A跌破了2750，又又又创了阶段性新低2735.92点。对于上午的走势,2024-09-09,0,1
95,0,没有意外，上午A股市场果然是跟跌行情。午后的A股有止跌的希望吗？谁能带动Ａ股市场反弹上涨呢？,2024-09-09,0,3567
80,0,医院多了，医疗器械耗材受益是肯定的。最直观明显的利好。耗材体外诊断，，#医疗领域,2024-09-09,0,86
752,3,央视揭秘“快餐式美容”背后！,2024-09-09,0,1
68,0,建民营医院最先受益是医疗器械#医疗领域扩大开放，行业影响几何？#,2024-09-09,0,0
62,0,#医疗领域扩大开放，行业影响几何？#只要是医疗器械行业都是重磅利多今天起飞,2024-09-09,0,5
80,0,好吧，第一个帖子没过，展开说的话，长期来看，我觉得对医疗保险的利好更大，也就是利,2024-09-09,0,24
1193,2,由迈瑞医疗入股惠泰医疗看康拓医疗被医疗巨头入股的可能性,2024-09-08,0,173
428,2,A股近一周机构看好这25股。,2024-09-10,0,2520
336,0,【迈瑞医疗机构关注度第一！】,2024-09-08,0,4454
408,1,券商“航母”要来啦！沪指向上冲关，行情要起飞了吗？,2024-09-06,0,5
149,0,房价持续下跌环境下，为筹措医药费卖房后转为租房成常态,2024-09-06,0,173
1675,6,老百姓：5天4板的上涨真相,2024-09-06,0,4
